# FRECHET
# genspc	taxon	samples	   llmt	 median	   rrmt	entropy	          a1	    mu1	      theta1	  kappa1	rRMSE	    AIC	        BIC
ascalumb	 M_Ne	 48858	     16	  706.9	   5520	-3.3376	  1.0000e+00 -7.1828e+02  1.2777e+03  3.3398e+00  7.4321e-05  7.5213e+05  7.5215e+05
ascasuum	 M_Ne	 104671	     16	  725.9	   6656	-3.3515	  1.0000e+00 -4.5279e+02  1.0340e+03  2.7470e+00  4.5087e-05  1.6162e+06  1.6162e+06
babemicr	 O_Al	 1243	     23	   85.4	   2908	-2.5650	  1.0000e+00 -9.0472e+00  7.2823e+01  1.4351e+00  4.1463e-03  1.4639e+04  1.4654e+04
eimeacer	 O_Al	 26489	     22	  259.6	   1824	-2.8488	  1.0000e+00 -1.8742e+02  4.0344e+02  3.2961e+00  2.2283e-04  3.4752e+05  3.4755e+05
eperfalc	 O_Op	 42543	     19	  185.5	   1198	-2.6616	  1.0000e+00 -1.0664e+02  2.6367e+02  3.3121e+00  3.1098e-04  5.2154e+05  5.2157e+05
hetebact	 M_Ne	 88912	     16	  134.1	   8258	-2.8426	  1.0000e+00 -7.4767e+00  1.1011e+02  1.2264e+00  3.1374e-04  1.1635e+06  1.1635e+06
malaglob	 F_Ba	 2010	     19	   50.7	    675	-2.1060	  1.0000e+00  9.5183e+00  3.3889e+01  1.7783e+00  1.5971e-03  1.9509e+04  1.9526e+04
metsbicu	 F_As	 1471	     16	   98.6	   5208	-2.6665	  1.0000e+00 -1.3074e+00  7.5578e+01  1.2511e+00  2.3063e-03  1.8050e+04  1.8065e+04
neoscani	 O_Al	 36096	     16	  432.7	   1458	-2.9589	  1.0000e+00 -3.6516e+03  4.0050e+03  2.1743e+01  2.2175e-04  4.9132e+05  4.9134e+05
nilaluge	 M_In	 33117	     16	 1674.9	  46933	-3.8705	  1.0000e+00 -4.1510e+02  1.6998e+03  1.5918e+00  5.7813e-05  5.9079e+05  5.9081e+05
paratetr	 O_Al	 74862	     16	   25.5	     38	-1.0519	  1.0000e+00 -1.5183e+01  3.9236e+01  1.7422e+01  1.0984e-02  3.5939e+05  3.5941e+05
pichmemb	 F_As	 1129	     20	  111.6	   3787	-2.6816	  1.0000e+00 -7.4000e+00  9.5560e+01  1.4385e+00  2.7833e-03  1.3947e+04  1.3962e+04
pichstip	 F_As	 2390	     16	   66.1	   2678	-2.4266	  1.0000e+00  2.7926e+00  4.6252e+01  1.3051e+00  4.7517e-03  2.6661e+04  2.6678e+04
pseumult	 O_St	 1467	     30	  161.4	   1704	-2.5675	  1.0000e+00 -4.4036e+01  1.8544e+02  2.9549e+00  1.4286e-03  1.7368e+04  1.7384e+04
ramibrev	 F_Fu	 3427	     16	  143.1	   5877	-2.8162	  1.0000e+00 -2.3327e+01  1.2063e+02  1.3613e+00  1.6171e-03  4.4371e+04  4.4389e+04
retifilo	 O_Rh	 59970	     19	   78.7	    275	-2.2472	  1.0000e+00 -1.0372e+03  1.1002e+03  3.0000e+01  1.8296e-03  6.2371e+05  6.2374e+05
schiaggr	 O_St	 2557	     24	  138.8	   9648	-2.7379	  1.0000e+00 -1.2037e+01  1.2186e+02  1.5613e+00  1.0187e-03  3.2333e+04  3.2350e+04
thectrah	 O_Ap	 9138	     20	  114.6	  11400	-2.7331	  1.0000e+00  6.0738e+00  6.5289e+01  1.0259e+00  1.5513e-03  1.1415e+05  1.1418e+05
thelkita	 M_Cn	 29945	     16	   23.2	 335197	-1.8137	  1.0000e+00  1.9900e+01  1.5736e+00  4.3164e-01  8.3014e-03  2.5357e+05  2.5359e+05
toxocani	 M_Ne	 50928	     16	  725.5	   4408	-3.3082	  1.0000e+00 -1.0377e+03  1.6296e+03  4.3895e+00  8.1169e-05  7.7676e+05  7.7678e+05
vitrbras	 O_Al	 173000	     42	   82.9	    435	-1.9966	  1.0000e+00  1.2473e+01  6.2721e+01  3.5936e+00  4.6532e-04  1.5903e+06  1.5903e+06
